0.33333,0,0.033894,0.55357,0.20509
0.33333,0,0.045244,0.76786,0.30609
0.38889,0,0.047278,0.81373,0.3579
0.29412,0,0.042642,0.78125,0.25077
0.375,0,0.051937,0.84,0.36453
0.36842,0,0.047436,0.81481,0.3527
0.36364,0,0.042964,0.7551,0.31406
0.3913,0,0.040895,0.76705,0.35701
0.53846,0,0.030173,0.45833,0.26121
0.5,0,0.029586,0.4359,0.21164
0.61111,0,0.017301,0.34118,0.2164
0.66667,0,0.026067,0.4026,0.26154
0.6875,0,0.018571,0.28,0.16802
0.76923,0,0.023713,0.37037,0.24438
0.72222,0,0.023218,0.42647,0.31514
0.75,0,0.026482,0.43636,0.31424
0.46667,0,0.038288,0.52381,0.29266
0.375,0,0.041145,0.6,0.2662
0.42857,0,0.031147,0.46875,0.21449
0.53333,0,0.042044,0.5102,0.27649
0.46667,0,0.025541,0.40476,0.19864
0.46667,0,0.043888,0.57143,0.28579
0.33333,0,0.026667,0.45882,0.16781
0.47619,0,0.038486,0.59444,0.32881
0.46667,0,0.03618,0.54762,0.30573
0.5,0,0.032343,0.44118,0.25035
0.38095,0,0.020671,0.41429,0.16802
0.53333,0,0.026456,0.38776,0.24375
0.47059,0,0.029109,0.48214,0.27207
0.6,0,0.036162,0.54464,0.38669
0.54545,0,0.028497,0.48918,0.30093
0.61111,0,0.030924,0.45294,0.29666
